title,company,location,how_old,link
Pessoa Desenvolvedora Web Full Stack,Take Blip,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=fe4eb325941d3b8d&fccid=8974a2d5d24a38e1&vjs=3
Desenvolvedor(a) Full-stack Python pleno,GeekHunter,"Home office in São Paulo, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=b8520ea8e66c4426&fccid=9ba8dec3013c0c90&vjs=3
Data Science Intern,Big Data,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8bd9b0e6b9011272&fccid=1cd40d642f183854&vjs=3
Desenvolvedor de Sistemas III - Berrini SP,Atento Brasil,"São Paulo, SP",Postedhá 25 dias,https://br.indeed.com/rc/clk?jk=e6dae7db035be529&fccid=28ba5f1b6307faa6&vjs=3
Cientista de Dados,CashMe,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=fa45ff1bffddae50&fccid=f5dbedd077ca223d&vjs=3
Desenvolvedor NodeJS/Python Pleno – Fortaleza – CE,Divulga Vagas,"Fortaleza, CE",Postedhá 10 dias,https://br.indeed.com/rc/clk?jk=a3d21aa4c2884ee2&fccid=1abbffd7f44ec1e9&vjs=3
Data Analytics Engineer,Qulture.Rocks!,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1b02a4c09979de32&fccid=dd616958bd9ddc12&vjs=3
"Technical Solutions Consultant, Reader Revenue, gTech (English, Portuguese)",Google,"São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=fb8813f79d21419d&fccid=a5b4499d9e91a5c6&vjs=3
Desenvolvedor(a) de Software de Visão Computacional - Estágio,MVISIA,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3bb1338efdf04b47&fccid=e23f8e14934c0671&vjs=3
QA Manual Pleno,Ci&T,"Campinas, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=564537239a7f1012&fccid=289d7ce11c250f70&vjs=3
Desenvolvedor(a) Sr,EY,"Rio de Janeiro, RJ",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=5d720ad048f2ddd4&fccid=1544766d4c2915b0&vjs=3
Analista de Engenharia de Manufatura Pl,Neodent,"Curitiba, PR",PostedRecém publicada,https://br.indeed.com/rc/clk?jk=79bb2e9a3f470fd3&fccid=688d194ca64ee671&vjs=3
Back-End Developer Júnior,Celero,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2484020019ae7fc1&fccid=d19802f25506b939&vjs=3
Data Analytics Engineer,International Flavors & Fragrances,"Alphaville, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=91384ff188f621ae&fccid=87c08f0984b02c4c&vjs=3
Fullstack Pleno,BLB Brasil Auditores e Consultores,"Ribeirão Preto, SP",Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=5ef9ffde344984a3&fccid=d36665ccb64d77e8&vjs=3
Operation Support Engineer,Luxoft,"Brasília, DF",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=d424d22663b2ca67&fccid=4b841d912d46e4fd&vjs=3
Analista de Incentivos - Senior,IBM,"Rio de Janeiro, RJ",Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=a0e7ecbd33392b87&fccid=de71a49b535e21cb&vjs=3
Analista de Prevenção à Fraude,Zigpay+netPDV,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=6ede4e8ea363be1d&fccid=32371cf6a3eeab78&vjs=3
Analista de Planejamento de Produção,Embraer,"São José dos Campos, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=4f82a62f6b475b46&fccid=f2a034f151ed245d&vjs=3
Analista de Informações Jr - business intelligence,Jadlog Logística SA,"São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=7beec94f504ad59c&fccid=dd8f148307a9aeda&vjs=3
Pessoa Gerente de Ciência de Dados - Fraude / Crédito,Bankly,Home office,Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=4527720fa3a0ce2a&fccid=752e5cd79a6b52b8&vjs=3
Analista de Dados Sr,C&A,"Home office in Barueri, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=76ce4bb556cc5441&fccid=a4cd2f6890a2a328&vjs=3
DESENVOLVEDOR FULL STACK,Eldorado,"Manaus, AM",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=1db86d7b511c5d80&fccid=70cf64a0b596b733&vjs=3
Faça parte do nosso time Sciensa!!,Sciensa,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=66e473acc2ab4a8d&fccid=f73b61420f86f93c&vjs=3
Programa de Estágio - Empresa do Setor Financeiro,Mais Diversidade,"São Paulo, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=12c417ee502d9a90&fccid=4ea5887a0abea093&vjs=3
DESENVOLVEDOR FULL STACK SR,Positivo Tecnologia,"Curitiba, PR",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6d2d788936864e36&fccid=0d0653c8d098c271&vjs=3
"Data Scientist, Brazil (Remote)",Andela - Third Party Job Board Only Postings,"Home office in Brás, SP",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=4df72d79a0752161&fccid=f783f8fbbe72c927&vjs=3
Technical Support Engineer,LSEG (London Stock Exchange Group),"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=62fb569066668859&fccid=2d181105260f6454&vjs=3
ESTÁGIO PLANEJAMENTO FINANCEIRO E INTELIGÊNCIA DE MERCADO,Cogna,"São Paulo, SP",Postedhá 4 dias,https://br.indeed.com/rc/clk?jk=6e1012b125a11058&fccid=2e794fb1ba5872f8&vjs=3
Analista BI Jr.,NoVerde,Home office,Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=2ecea2ebeb3feaef&fccid=afd21eb3da49bc50&vjs=3
Desenvolvedor Backend Python Pleno,Softfocus,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=233e6ec0fa36f2b0&fccid=d6437f93979739e2&vjs=3
Estágio em Gestão de Operações,Wise & Trust,"Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=80b66b5cb8d616a1&fccid=204483696ed0a0b6&vjs=3
Desenvolvedor Backend Python Pleno,STORMGROUP,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ee26913d52ce1135&fccid=2404d9972c04d23e&vjs=3
Estágio em Tecnologia da Informação - TI,PetroReconcavo S.A,"Mata de São João, BA",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=35cfb4e1ae78a153&fccid=f497a053954720e0&vjs=3
Analista de Políticas de Cobrança Sr. (São Paulo),Itaú,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=b40220546e5b0882&fccid=df3b23afae2f3514&vjs=3
BRA Anl Tecnologia e Operações (Riscos PF e Cartoes),Santander Brasil,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=a5893124f0ce7a0e&fccid=e57a47a3d1d90e39&vjs=3
Analista de Suporte N2,CWI Software,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=deadc2a77570b56b&fccid=a64651178efd73c0&vjs=3
Internal Auditor,Revolut,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=0509f6d2461c721c&fccid=1c00ce6833fa8f3d&vjs=3
Desenvolvedor(a) Back-end Sênior (Python) - Squad Soluções Sociais,Luizalabs,Brasil,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=860fb9d788108eca&fccid=5d64e462228ff346&vjs=3
TESTADOR DE DESENVOLVIMENTO EM ANDROID EMBARCADO,Eldorado,"Manaus, AM",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=fd3edb1ceb9ac688&fccid=70cf64a0b596b733&vjs=3
Desenvolvedor(a) Full-stack Python,GeekHunter,"Home office in Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=51a80037b6206552&fccid=9ba8dec3013c0c90&vjs=3
SAP iXp intern - Product Support S4/HANA,SAP,"São Leopoldo, RS",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=7fbfc859fbf7c2fb&fccid=156c7820d1988640&vjs=3
Quality Assurance Engineer,CSG,"Home office in Londrina, PR",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=7d3bfd7547e0e615&fccid=ee8519c5c256c6b3&vjs=3
ANL INFRAESTRUTURA III,Claro,"Rio de Janeiro, RJ",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=57c772608e6bd976&fccid=bc50467403216791&vjs=3
Estagiário Em Desenvolvimento,Divulga Vagas,"Campinas, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=61b21a8d19fe14a1&fccid=1abbffd7f44ec1e9&vjs=3
Redes (NRE),PayGo Pagamentos,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cca4e038fc47f96f&fccid=86a771524ff50407&vjs=3
Analista Políticas de Crédito (São Paulo/SP),Itaú Unibanco,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=283930b80e6f77f4&fccid=df3b23afae2f3514&vjs=3
Desenvolvedor(a) Python/ Automação Júnior/Pleno,ONOVOLAB TALENTS,"São Carlos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0853ff9571526a1e&fccid=7abfc9653f7ef32d&vjs=3
Anl Tecnologia e Operações (Esteiras de Riscos),Santander Brasil,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=b200c37943c94310&fccid=e57a47a3d1d90e39&vjs=3
Software Analyst,Wabtec,"Juiz de Fora, MG",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=6d5a0a7b048d1ddd&fccid=4f4e9de46f588f62&vjs=3
"Solutions Engineering Manager, Ads",TikTok,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=41247ad4d0f768cd&fccid=caed318a9335aac0&vjs=3
Analista de Dados Sênior,AgroGalaxy,Home office,Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=e296f6b772f28a72&fccid=2eb2d8151044bef5&vjs=3
Cientista de Dados Júnior 1,EY,,Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=1cb5726228584549&fccid=1544766d4c2915b0&vjs=3
Programador(a) Back-End – (Python),Neoprospecta,"Cachoeira do Bom Jesus, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=eb91eb9738c2eea9&fccid=2de99084204d5353&vjs=3
Desenvolvedor(a) de B.I,Algar Tech,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b96bf202c5339060&fccid=24e281b069f9195d&vjs=3
Analista de BI Pleno,Vetta,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f559bfd88a6a665e&fccid=b6db1537f49fc52f&vjs=3
Cientista de Dados,Cielo,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7e89f69f7c0571b7&fccid=914d1e1f722393dc&vjs=3
Analista de Dados,Galena,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1a91d3b4936ea3ed&fccid=c8dc4612c5598d9f&vjs=3
Arquiteto de Soluções III - TELECOM,Fit - Instituto de Tecnologia,"Sorocaba, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=e985414e29fece5b&fccid=ee59699996cb4482&vjs=3
DESENVOLVEDOR PYTHON JR,Não encontrada,"Campinas, SP",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=17b246b0c0adf7a0&fccid=dd616958bd9ddc12&vjs=3
Pessoa Analista SRE/ DevOps Sênior (Vaga Remota),Bankly,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3aa7eb8be510c7ec&fccid=752e5cd79a6b52b8&vjs=3
Cientista de Dados,GTO RH,"São Paulo, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=68b887252dad5306&fccid=aeabe78694455eaf&vjs=3
"Technical Solutions Consultant, Mobile Apps",Google,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0db2d923fa983a6b&fccid=a5b4499d9e91a5c6&vjs=3
Cientista de dados Jr,Magazine Luiza,"São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=89aa0ff6bb209b65&fccid=1b36b723f0b3d80d&vjs=3
BACKEND DEVELOPER,Serasa,"Blumenau, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=837a8d0dec15d7e1&fccid=e5c86fb795b26050&vjs=3
Estágio na área de Controle e Automação P&D (Software),Samsung Electronics,"Campinas, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4ed940c932ab4527&fccid=da3c7fed78dd1607&vjs=3
Desenvolvedor Back-end,Matrix Energia,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b00cb43ed93d5a5c&fccid=ecbe529b7fab5e39&vjs=3
Analista Desenvolvedor ESRI,Minsait an Indra Company,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=29b3d28e0ba58083&fccid=dd616958bd9ddc12&vjs=3
Machine Learning,MOST Specialist Technologies,"Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b9cfa279e2717ec1&fccid=164a79a2d47e57e3&vjs=3
ESTAGIO - TI,Lojas Quero-Quero,"Cachoeirinha, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=713f7bac97fda026&fccid=03622d1d00114568&vjs=3
Teacher of Computer Sciences and Senior School STEAM Coordinator,St. Paul's School,"São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=1c5045717c67e74c&fccid=0eb12dd4389cf7d7&vjs=3
Customer Success Ops Associate,Atlas Governance,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cb91240da9d78afc&fccid=6b24ff35a6d4705f&vjs=3
Pessoa Desenvolvedora Full Stack [Python Javascript],Mercos,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=216d7200aff1ffe8&fccid=cb5a5802959f732b&vjs=3
Trainee Cloud Engineer/Architect,IPNET Growth Partner,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=163ac8f4bdcc218c&fccid=ce5040ca5ff46bf1&vjs=3
Analista de Políticas de Cobrança Sr. (São Paulo),Itaú Unibanco,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=cb70946f5f38e8ad&fccid=df3b23afae2f3514&vjs=3
ESTÁGIO EM CIÊNCIA DE DADOS,Eldorado,"Manaus, AM",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=9622285e525b91cc&fccid=70cf64a0b596b733&vjs=3
Coordenador de Modelagem Estatística (Crédito) | REALIZE,REALIZE CFI,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1d917de27f120364&fccid=e4bcb81ca9203d45&vjs=3
SupplyOps Coordinator,oico,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f5fec9806002ba60&fccid=ba3032386c2a40cb&vjs=3
Analista Prevenção à Fraude (Analytics) - São Paulo/SP,Tribanco,"São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=13c0efaaa027e730&fccid=cc3bec589a13d75d&vjs=3
Assistente de Risco,Órama,"Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=61aabab362371d86&fccid=704967faf7b662a6&vjs=3
Analista de Riscos Operacionais de Tecnologia - PL,Itaú,"São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=a4f03ee540587111&fccid=df3b23afae2f3514&vjs=3
Software Engineer - Python and K8s,Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=119a61906a7a9e19&fccid=d40b824c7b625849&vjs=3
Especialista de monitoração e observabilidade,Vertem,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0b38ee682dda8bb5&fccid=a4b2940c7f52e87d&vjs=3
Senior Machine Learning Developer |LATAM| Work,BairesDev,,Postedhá 10 dias,https://br.indeed.com/rc/clk?jk=ea32fc6d28f8d144&fccid=29707109e86166e5&vjs=3
Analista de Dados Pleno (1 Vaga),Pottencial Seguradora,"Home office in Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=61557a37a4694dd7&fccid=a22e3ed804143207&vjs=3
"Software Engineer - Golang, Python, Android - Anbox Cloud",Canonical - Jobs,,Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=92381efcf19d7e88&fccid=d40b824c7b625849&vjs=3
Backend Python Developer,Oowlish,"Home office in Fortaleza, CE",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7b5ad068d0e37a5c&fccid=0271e2481fb4cba7&vjs=3
Engenheiro Cloud,New Way,Home office,PostedRecém publicada,https://br.indeed.com/rc/clk?jk=205f2fd3ab6b3ae2&fccid=53c24f5a643e1096&vjs=3
DevSecOps - Ecommerce,Lojas Renner,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=41a361e2f55fc133&fccid=0421650f9c724b35&vjs=3
Data Scientist,Big Data,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9c0a146521141e75&fccid=1cd40d642f183854&vjs=3
Pessoa Analista de Dados Atuarial Pleno,Sami,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=80ac04f80e991377&fccid=cb04dcec7a7ab7a1&vjs=3
Vaga de estágio Engenharia Elétrica,INSTITUTO EUVALDO LODI,"Curitiba, PR",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=2baf6e5205072354&fccid=1cbca0579d4bc836&vjs=3
GIS Specialist,Cargill,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c22ffa64ddf924dc&fccid=d7d9a8241ba2f3ec&vjs=3
Staff Software Engineer - Media Measurement,Cint,"São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=b66a7259b6cbeab3&fccid=e53557dfdd590825&vjs=3
Software Engineer,Cargill,"Uberlândia, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b62836c421190a99&fccid=d7d9a8241ba2f3ec&vjs=3
Espec Tecnologia e Operações (Telemetria de Motores),Santander Brasil,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=ae6681f67aa7303c&fccid=e57a47a3d1d90e39&vjs=3
Pessoa Desenvolvedora Fullstack Python/React Sr.,Nkey,"Home office in Florianópolis, SC",Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=1f61713f5f79a3a8&fccid=c72bc7e3a93b1222&vjs=3
Gte Riscos Varejo,Santander,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8f029cc04f2a1a8a&fccid=e57a47a3d1d90e39&vjs=3
Machine Learning Engineer,PIER.,Home office,Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=bf412d6ef3d6a79a&fccid=be2ef265d969b4b9&vjs=3
Engineering Manager - Software Operator Tech (Python/Kubernetes),Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=411b2ff8b1c0d4af&fccid=d40b824c7b625849&vjs=3
Data Science,Cielo,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=defa938a1b29b823&fccid=914d1e1f722393dc&vjs=3
Desenvolvedor(a) Salesforce,Atile.Digital,"Home office in Curitiba, PR",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=b11c50f3b5319508&fccid=6598ad877c378f57&vjs=3
Anl Tecnologia e Operações Sênior,Santander,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=af8896c37fd9e19b&fccid=e57a47a3d1d90e39&vjs=3
Analista de Dados Jr.,PagBank PagSeguro,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=38153a89f4b0248b&fccid=8bdcb3c4087941be&vjs=3
Especialista de Operações Comerciais,GRUPO OURHO CONNECTA,"Goiânia, GO",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=99ac01941b384676&fccid=610b4fd552656e86&vjs=3
Consultor (a) de Integridade de Pagamento / Analytics - SP,Amil,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=99440eeb32f7a17c&fccid=d3d3520998346837&vjs=3
Desenvolvedor de Software embarcado,Embraer,"São José dos Campos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1d7a5b28af4205fb&fccid=f2a034f151ed245d&vjs=3
Pessoa Desenvolvedora Backend,Vagas na Nomad,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1939808102eba97d&fccid=dc4e5a686ca32a7f&vjs=3
Senior Game Development Engineer,Javary Co.,"Pinheiros, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3bc12d035f3b35b4&fccid=edb0a6e03a9c4b05&vjs=3
Analista JR - Estatístico (Santana de Parnaíba-SP),Embracon,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=61cb76ea7a9ee5ec&fccid=7b8c7b8035fd38ca&vjs=3
Analista de Administração Fiduciária,Vórtx,"Home office in São Paulo, SP",Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=f78b32ee133931ae&fccid=5e0cca870d25ce33&vjs=3
Software Development Engineer III,Transaction Network Services,"João Pessoa, PB",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=240f62fc49d11264&fccid=dcce7a0c9a34f673&vjs=3
Senior Software Engineer - Python (Operator Development),Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=dae1008bf42cb3a0&fccid=d40b824c7b625849&vjs=3
Engenharia | Back-End Engineer Júnior | Afirmativa para mulheres,Gupy,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=4a462475c3d52573&fccid=1f5978062d66a82c&vjs=3
Pessoa Desenvolvedora RPA JR/PL - Remotas ou Presenciais,Zallpy Digital,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c366f5f87b1bf3e8&fccid=2ac78f54db705d75&vjs=3
Desenvolvedor(a) Web - Full Stack,Não encontrada,Home office,Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=129a9b720e684d24&fccid=dd616958bd9ddc12&vjs=3
ANALISTA DE REDES CELULARES,Eldorado,"Campinas, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=350f2c1b6ea9c4c4&fccid=70cf64a0b596b733&vjs=3
Desenvolvedor de Testes de Software - PL,SiDi,,Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=8ea11f2e6bce6862&fccid=d944f1c7c41daa58&vjs=3
Pessoa Desenvolvedora Back End PL,MadeiraMadeira,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=22b9d9a1619df73b&fccid=7522264cf9717691&vjs=3
Business Intelligence Developer (Remoto),Looqbox,,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=7465a5e7c3eddee4&fccid=9d68b046e5894c8d&vjs=3
Analista de Dados Pleno,Bridge & Co.,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=8f5cfbdb2b05c2db&fccid=cb5c00a44b9e557f&vjs=3
DESENVOLVEDOR FULL STACK - SAO JOSE DOS CAMPOS,OEmprego,,Postedhá 25 dias,https://br.indeed.com/rc/clk?jk=ab5ab3e25a287f23&fccid=919b31f0a22ef58e&vjs=3
Ingeniero de automatización Sr,Promon Logicalis,"Santiago, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=43fe67468b652968&fccid=0ca596ca3fb8305d&vjs=3
Data Analyst,Big Data,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8bc367472fdabd51&fccid=1cd40d642f183854&vjs=3
ANALISTA DE MODELAGEM E PRECIFICAÇÃO III,HDI Seguros,"Hybrid remote in São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=d4dd559630919542&fccid=d0464aa171e2f30c&vjs=3
Product Manager Sênior (Crédito Pessoal),will bank,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2884def272c71416&fccid=6f87f0f19f9e71be&vjs=3
Analista - Desenvolvedor FullStack,Grupo Mantiqueira,"Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c142a7942cc53d54&fccid=da3e10d61fc1b916&vjs=3
Pessoa Atuária de Reservas Pleno,Sami,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=194637607dc761b3&fccid=cb04dcec7a7ab7a1&vjs=3
Analista Sênior de Prevenção a Fraudes,Banco BV,"São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=71bfe7d8385b7394&fccid=ceee6c892674bc45&vjs=3
Cientista de Dados Sênior,CredPago,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=6be309fce8484438&fccid=61f4d38a128b6069&vjs=3
Engenheiro De Software Sênior – Porto Alegre – RS,BuscarVagas,,Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=bedf39375d86bca5&fccid=73abce787a9b9ca5&vjs=3
Analista de Dados Pleno,Bemobi,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d4202f18fb2cfbc4&fccid=a87550975560bb8d&vjs=3
Analista de Risco de Crédito Sênior,Sicredi,"Hybrid remote in Porto Alegre, RS",Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=dc75d53e57d9c2da&fccid=0bedb393cb03c383&vjs=3
Senior Design Engineer,SAP,"São Leopoldo, RS",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=fd802c1e00f8d0fb&fccid=156c7820d1988640&vjs=3
Senior Data Engineer – QuantumBlack,McKinsey & Company,"Rio de Janeiro, RJ",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=4bb2617e1f1038d9&fccid=6576e7250aa78c3c&vjs=3
Cientista de Dados Sr,EY,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=0bd80fee44b0b273&fccid=1544766d4c2915b0&vjs=3
Desenvolvedor(a) PHP,Não encontrada,Home office,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=6004adb38c3e95bd&fccid=dd616958bd9ddc12&vjs=3
Performance Management Data and Analytics Lead,Johnson & Johnson,"São José dos Campos, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=6f0560f8897f4489&fccid=0bed8e17bc113980&vjs=3
Data analyst with coding abilities,Luxoft,"Brasília, DF",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=28ca9022ff9c4f38&fccid=4b841d912d46e4fd&vjs=3
Desenvolvedor(a) de Sistemas Junior,Körber Supply Chain LATAM,Home office,Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=13b56529c46b9e52&fccid=59cc8d4214c6570d&vjs=3
Analista de Qualidade de Software Pl,Smart NX,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=98949a9fb1174e67&fccid=50723f1995dcb248&vjs=3
Business Intelligence,Social Bank,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=06e54d170141bdce&fccid=a4b608c7d7395a2a&vjs=3
Pessoa Engenheira de Software (Python) SR,Vem ser CESAR!,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ec391f02bee1b2a8&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor(a) Back-end Júnior (Java) - Tribo Marketplace Netshoes,Luizalabs,Brasil,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=427a2ecb710dd55c&fccid=5d64e462228ff346&vjs=3
